BCORL2|286554,1.22882297587413,4.05939467083077e-09,5.1933189155495e-06,ENSG00000215580,BCORP1,286554,Y
CYorf15A|246126,3.30252556507842,1.40373242768283e-24,3.36720316090419e-21,ENSG00000131002,TXLNGY,246126,Y
CYorf15B|84663,3.25025678499691,1.65614459005556e-25,5.29690244719438e-22,NA,NA,NA,NA
DAZ1|1617,1.05315172937334,1.35287247780754e-05,0.0118007376586939,ENSG00000205916,DAZ4,1617,Y
DDX3Y|8653,3.54686618906405,5.34449134070518e-22,1.02560788828132e-18,ENSG00000067048,DDX3Y,8653,Y
EIF1AY|9086,3.68913775180455,3.88178029599295e-26,1.86228409700262e-22,ENSG00000198692,EIF1AY,9086,Y
FABP5L3|220832,0.920224747249405,4.52027424588578e-05,0.0361433594910617,NA,NA,NA,NA
KDM5D|8284,3.72544170648801,1.45967849484055e-22,3.1123589239989e-19,ENSG00000012817,KDM5D,8284,Y
NCRNA00185|55410,2.27507780751694,1.47710619462112e-17,2.18043599036764e-14,NA,NA,NA,NA
NCRNA00230B|401629,1.19807052914679,3.72359294794291e-06,0.00357278743355122,NA,NA,NA,NA
NLGN4Y|22829,3.14985684365472,7.13619411272718e-20,1.14119637519362e-16,ENSG00000165246,NLGN4Y,22829,Y
PRKY|5616,2.72164166495429,2.12711172645268e-28,4.08192740306269e-24,ENSG00000099725,PRKY,5616,Y
RPS4Y1|6192,3.59972504286544,1.94695166601094e-20,3.39654567915909e-17,ENSG00000129824,RPS4Y1,6192,Y
TMSB4Y|9087,2.44888561949012,5.21883968920364e-15,7.15353811684414e-12,ENSG00000154620,TMSB4Y,9087,Y
TSIX|9383,-2.54572019837216,1.71921855675276e-07,0.000194069435906385,ENSG00000270641,TSIX,9383,X
TTTY10|246119,0.92757424508795,2.7667064379815e-06,0.00279437350236131,ENSG00000229236,TTTY10,246119,Y
TTTY14|83869,1.27168215860813,1.07557556142348e-06,0.00114668305687314,NA,NA,NA,NA
TTTY15|64595,3.23104778020477,3.18360490358776e-26,1.86228409700262e-22,ENSG00000233864,TTTY15,64595,Y
USP9Y|8287,3.51816809685868,6.00250742251269e-25,1.64554453482884e-21,ENSG00000114374,USP9Y,8287,Y
UTY|7404,3.52712081906053,2.042272576362e-27,1.95956053701934e-23,ENSG00000183878,UTY,7404,Y
XIST|7503,-2.54706598445967,4.86167216838653e-09,5.8309680569586e-06,ENSG00000229807,XIST,7503,X
ZFY|7544,3.24321676817147,9.65346350840874e-26,3.70499929452728e-22,ENSG00000067646,ZFY,7544,Y
